seed,lora_rank,epsilon_label,target_epsilon,reported_epsilon,delta,best_val_auc,best_round,test_auc_roc,test_auc_pr,test_f1,test_mcc
42,2,eps=1.0,1.0,0.9994680834724765,1e-05,0.6539757900599552,19,0.6365833201636358,0.287527805613152,0.0,0.0
42,2,eps=5.0,5.0,4.9993033832200595,1e-05,0.6680808295175172,15,0.6373984656011771,0.3014572245591318,0.003958539507266003,0.03152215475145239
42,2,eps=10.0,10.0,10.001112511168893,1e-05,0.6719494758605592,15,0.6411834165383795,0.30112690917303403,0.010557913259496947,0.04218707616374365
42,2,No-DP,inf,inf,1e-05,0.7418874275442543,6,0.7448105446323986,0.4143889558200381,0.45303520643326467,0.30539041136893835
