round,client_id,client_name,epoch_1_loss,epoch_2_loss,epoch_3_loss,local_val_auc_roc,local_val_auc_pr,local_val_f1,local_val_mcc,client_time_seconds
1,1,IID-1,0.6157403246018998,0.5760402685589576,0.5609022058088992,0.7789703380482601,0.43121570800493286,0.4684494036167757,0.33499751571187597,465.106379032135
1,2,IID-2,0.6215538746251386,0.5801249255187982,0.5624429493016282,0.7752772882295597,0.43813805001162925,0.48103061103888434,0.3419116437664432,451.1973795890808
1,3,IID-3,0.6652020458653379,0.6242006626596281,0.599831592414822,0.7449613880878438,0.3961283582830041,0.4446890478811227,0.3050204350391094,84.75188255310059
1,4,IID-4,0.6751442476613632,0.6355303100600148,0.6114397868020645,0.7228125887841046,0.3586271435577204,0.4286759326993417,0.27071882547577053,63.40826988220215
1,5,IID-5,0.6789498545014809,0.6373699290271649,0.6104552866009528,0.701008132453736,0.33108856042604834,0.40651965484180247,0.2328198657622859,52.259846448898315
2,1,IID-1,0.5678994252280726,0.5536545220861514,0.5444686385358177,0.782625769625317,0.44635599809684123,0.4471007121057986,0.31348043996625624,468.99170303344727
2,2,IID-2,0.5700790529074364,0.5560131237026333,0.5475385599849067,0.7862271722167806,0.4560539046526531,0.47965239508266205,0.34403520551593897,459.787695646286
2,3,IID-3,0.5745765744274809,0.5615344374386105,0.5511488526225393,0.7786539208074534,0.4651340189039295,0.46189111747851,0.32866013325392485,88.20362305641174
2,4,IID-4,0.5799899689409117,0.559830574207748,0.5466161660405974,0.7748664228826996,0.4427294748995072,0.4839743589743591,0.34930694476170426,65.16856122016907
2,5,IID-5,0.5792756516011164,0.5620655141494892,0.5480876826209786,0.7643811727269254,0.40644549173798517,0.4751269035532995,0.3312208042880528,52.99444365501404
3,1,IID-1,0.5483477057446918,0.5392475669860403,0.5304620723102641,0.7835173076028099,0.44951040249365914,0.47939375064881135,0.3461860856144964,478.4782531261444
3,2,IID-2,0.5507716002419244,0.5410101074118947,0.5328240572626508,0.7887117985663243,0.4686775659665746,0.4631318890155834,0.32733243198538065,447.16679787635803
3,3,IID-3,0.5578406308291826,0.5430155486702616,0.5335233049993297,0.7890999334516415,0.48872981223357137,0.46678220681686894,0.33546352696768933,86.35685396194458
3,4,IID-4,0.5519878844551692,0.535406389378554,0.5233765578033119,0.7822807548138169,0.4653829493738978,0.47050659264399725,0.33755414924047866,68.79193139076233
3,5,IID-5,0.5537795131343873,0.5372467223754145,0.52282803612972,0.7710719484191915,0.42897702092925016,0.46757990867579907,0.32214676973359974,50.825358390808105
4,1,IID-1,0.5362837813132187,0.5265873752800726,0.5189233239395262,0.7877574952781486,0.45650375270371873,0.4723676556137289,0.34042318111534053,468.51605916023254
4,2,IID-2,0.5386224932564322,0.5281166126157424,0.5198206716296516,0.7889363842480878,0.46963166007147444,0.48499244223709786,0.3508670137852447,455.0394537448883
4,3,IID-3,0.5472156915045877,0.534181821058118,0.5190169306580954,0.7927178072315884,0.4929453631249013,0.4648910411622276,0.3303080441661493,88.19342303276062
4,4,IID-4,0.5429557326021573,0.5255853797228921,0.5081686380485825,0.7838800142971049,0.4786407578413848,0.49489395129615077,0.3656221527526111,66.074387550354
4,5,IID-5,0.5467484690279627,0.5271219970512783,0.5105143760948024,0.7799790869835579,0.44992898198018055,0.4856046065259118,0.34681361048866904,53.50910019874573
5,1,IID-1,0.5252784385963059,0.516437794285887,0.5077290325318861,0.784556047032139,0.4498185383208131,0.4786398364360271,0.3433619173283122,489.89360785484314
5,2,IID-2,0.5290113520310369,0.518208413753052,0.5081487310429414,0.79121127325644,0.4736738181151273,0.49056187217132136,0.3578151835755413,454.2195074558258
5,3,IID-3,0.5429651654555294,0.5276129517239772,0.5110314417128041,0.7895033828748892,0.48578290238825916,0.46279069767441866,0.3291509133592718,83.63967323303223
5,4,IID-4,0.5377873036245636,0.5201144581598951,0.5051316685037107,0.7882527746464674,0.47616992173096434,0.487658937920718,0.35787829599278087,63.173283100128174
5,5,IID-5,0.5444075757093391,0.5207271261960881,0.5030292192849602,0.7874289148506733,0.45946133450649107,0.4935064935064935,0.35704822777519213,49.51664590835571
6,1,IID-1,0.5168495142574598,0.5063922215529695,0.49673221002851026,0.7859809207479816,0.45716575924625685,0.48519204072188793,0.3508373047135227,475.8980689048767
6,2,IID-2,0.5184216743493958,0.5076480017787264,0.4978814460481553,0.7903933942789454,0.4706447534739626,0.489311163895487,0.35729109003557813,430.9851727485657
6,3,IID-3,0.5410970099858049,0.5228894503820337,0.5051760555034072,0.7893910825199645,0.4944651106941493,0.4709480122324159,0.33861293965956063,85.0295774936676
6,4,IID-4,0.5346247974215754,0.5124331499567095,0.49331305269768694,0.7831010053797439,0.46785517697814005,0.48837209302325574,0.3568683339041963,64.44926071166992
6,5,IID-5,0.5418319515730619,0.5134515452041547,0.49270224485377717,0.7834981709795422,0.45880622196843235,0.47256637168141596,0.33118359365278727,53.67158770561218
7,1,IID-1,0.5072607782239984,0.4963792360752247,0.48650863580917897,0.7854191932655571,0.45417475831320864,0.4772482208324348,0.34127872683211974,476.6829993724823
7,2,IID-2,0.5110552035878564,0.497020540181403,0.48856441910530246,0.7884462923560693,0.46828287890091996,0.48015998315966735,0.3452601106845027,452.213241815567
7,3,IID-3,0.5403813179061007,0.5182309124154292,0.4993872280035917,0.7896957492236024,0.48828018787249206,0.455267337215458,0.32463920195876067,85.56924772262573
7,4,IID-4,0.5329202007971062,0.5070078969988602,0.48743739201138353,0.7834297929669243,0.47842837650264985,0.47244094488188976,0.33335834649817425,63.87708401679993
7,5,IID-5,0.5405831631319022,0.5118987692726983,0.48637679648497467,0.7865326427174416,0.45699680024902534,0.486048604860486,0.35054696723398326,52.42729330062866
8,1,IID-1,0.4989228913207102,0.48653023756227837,0.4778975317311003,0.7836051643991433,0.44958761693804267,0.47706219673577416,0.34031417830651334,468.27960205078125
