alpha,K,seed,partition_seed,client_id,num_samples,num_pos,num_neg,pos_rate
0.1,3,42,510042,1,87463,16540,70923,0.1891
0.1,3,42,510042,2,2262,460,1802,0.2034
0.1,3,42,510042,3,241888,44269,197619,0.183
0.1,3,43,850043,1,80957,5580,75377,0.0689
0.1,3,43,850043,2,18126,1001,17125,0.0552
0.1,3,43,850043,3,232530,54688,177842,0.2352
